camera,side,time_s,BFI,BVI
2,left,2.925,5.69061,7.68063
2,left,2.95,6.18313,7.55126
2,left,2.975,5.95311,7.57876
2,left,3.0,6.19485,7.50214
2,left,3.025,5.83488,7.31416
2,left,3.05,5.45049,7.341
2,left,3.075,5.13215,7.24757
2,left,3.1,5.51654,7.17473
2,left,3.125,5.13694,7.27272
2,left,3.15,4.92759,7.22122
2,left,3.175,4.97865,7.15833
2,left,3.2,5.00572,7.21211
2,left,3.225,5.13459,7.27384
2,left,3.25,4.65205,7.52798
2,left,3.275,4.97567,7.50925
2,left,3.3,5.13212,7.52358
2,left,3.325,4.42478,7.92017
2,left,3.35,4.80399,7.81661
2,left,3.375,4.52868,7.77099
2,left,3.4,4.79517,7.75555
2,left,3.425,4.9,8.06587
2,left,3.45,4.35195,7.99205
2,left,3.475,4.69413,7.83389
2,left,3.5,4.83645,7.85356
2,left,3.525,4.83125,7.97354
2,left,3.55,4.77782,7.95507
2,left,3.575,5.18528,7.9643
2,left,3.6,5.45253,7.70433
2,left,3.625,5.8619,7.71259
2,left,3.65,5.60526,7.73254
2,left,3.675,6.09591,7.65733
2,left,3.7,6.01417,7.52952
2,left,3.725,6.15292,7.33433
2,left,3.75,5.60983,7.31109
2,left,3.775,5.3357,7.3097
2,left,3.8,5.33023,7.37055
2,left,3.825,5.32053,7.17616
2,left,3.85,4.89089,7.09328
2,left,3.875,5.24691,7.19405
2,left,3.9,5.17167,7.27944
2,left,3.925,5.17377,7.25591
2,left,3.95,5.18311,7.45858
2,left,3.975,5.07399,7.45626
2,left,4.0,5.02932,7.69273
2,left,4.025,5.18444,7.8278
2,left,4.05,4.56573,7.7401
2,left,4.075,4.34035,7.78034
2,left,4.1,4.8527,7.85294
2,left,4.125,4.5415,8.03815
2,left,4.15,4.61753,8.0283
2,left,4.175,4.85658,7.91857
2,left,4.2,4.83584,8.00131
2,left,4.225,4.68007,8.03832
2,left,4.25,4.40696,7.97261
2,left,4.275,4.63375,7.88185
2,left,4.3,5.16135,7.95011
2,left,4.325,5.2359,7.84724
2,left,4.35,5.71574,7.60228
2,left,4.375,5.92834,7.66715
2,left,4.4,6.18577,7.50835
2,left,4.425,6.34922,7.15773
2,left,4.45,5.7153,7.30472
2,left,4.475,5.31781,7.27821
2,left,4.5,5.42436,7.2948
2,left,4.525,5.22912,7.21503
2,left,4.55,5.1118,7.06448
2,left,4.575,4.85719,7.31641
2,left,4.6,5.43332,7.1122
2,left,4.625,4.84823,7.26768
2,left,4.65,4.7451,7.37977
2,left,4.675,4.64283,7.59177
2,left,4.7,4.68555,7.70169
2,left,4.725,4.96052,7.67991
2,left,4.75,4.53828,7.61054
2,left,4.775,4.71662,7.61816
2,left,4.8,4.41745,7.70039
2,left,4.825,4.58983,7.87956
2,left,4.85,4.29596,7.98152
2,left,4.875,4.41027,7.95757
2,left,4.9,4.73627,7.99146
2,left,4.925,4.69971,7.99892
2,left,4.95,4.47778,8.12416
2,left,4.975,4.73059,7.99975
2,left,5.0,5.1113,7.72566
2,left,5.025,5.11804,7.73483
2,left,5.05,5.2525,7.56653
2,left,5.075,5.72248,7.64359
2,left,5.1,5.99874,7.56592
2,left,5.125,5.67432,7.40342
2,left,5.15,5.59985,7.39506
2,left,5.175,5.24312,7.51061
2,left,5.2,4.98295,7.33076
2,left,5.225,5.31724,7.29648
2,left,5.25,4.77331,6.99373
2,left,5.275,5.03645,7.16305
2,left,5.3,4.94682,7.34178
2,left,5.325,4.9678,7.43514
2,left,5.35,5.03797,7.43465
2,left,5.375,4.65553,7.33398
2,left,5.4,4.56776,7.59105
2,left,5.425,4.69423,7.74012
2,left,5.45,3.95277,7.63249
2,left,5.475,4.78126,7.73615
2,left,5.5,4.50597,7.70188
2,left,5.525,4.94133,8.0217
2,left,5.55,4.38072,8.07403
2,left,5.575,4.5475,7.96929
2,left,5.6,4.6553,8.08759
2,left,5.625,4.5331,7.83122
2,left,5.65,4.67613,7.82379
2,left,5.675,4.43866,7.9164
2,left,5.7,4.71847,7.87624
2,left,5.725,4.87907,7.78174
2,left,5.75,5.11628,7.80917
2,left,5.775,5.34526,7.70518
2,left,5.8,5.60962,7.58267
2,left,5.825,5.87269,7.35335
2,left,5.85,6.1373,7.18629
2,left,5.875,5.33405,7.17052
2,left,5.9,5.37097,7.15181
2,left,5.925,5.11109,7.11455
2,left,5.95,5.06967,7.36515
2,left,5.975,4.87667,7.23111
2,left,6.0,4.78148,7.35138
2,left,6.025,4.74878,7.23755
2,left,6.05,4.67581,7.38059
2,left,6.075,5.04498,7.56137
2,left,6.1,4.74342,7.51434
2,left,6.125,4.93282,7.53184
2,left,6.15,4.67052,7.82151
2,left,6.175,4.58289,7.7287
2,left,6.2,4.63999,7.91091
2,left,6.225,4.20296,7.92995
2,left,6.25,4.659,7.9556
2,left,6.275,4.392,7.87993
2,left,6.3,4.65355,7.95161
2,left,6.325,4.10822,8.13741
2,left,6.35,4.68792,7.99914
2,left,6.375,4.60496,7.83875
2,left,6.4,4.64168,8.11489
2,left,6.425,4.9056,7.90501
2,left,6.45,4.85672,7.79419
2,left,6.475,5.22713,7.62111
2,left,6.5,5.64295,7.59622
2,left,6.525,5.83236,7.38217
2,left,6.55,5.96149,7.42588
2,left,6.575,5.85194,7.19007
2,left,6.6,5.33491,7.26596
2,left,6.625,5.35269,7.27589
2,left,6.65,4.9118,7.1778
2,left,6.675,4.88318,7.01716
2,left,6.7,4.94421,7.2309
2,left,6.725,5.00815,7.07338
2,left,6.75,4.86474,7.23915
2,left,6.775,5.04903,7.2803
2,left,6.8,4.54419,7.59915
2,left,6.825,4.58975,7.45031
2,left,6.85,4.86659,7.74062
2,left,6.875,5.01867,7.70907
2,left,6.9,4.27867,7.82674
2,left,6.925,4.35972,7.96151
2,left,6.95,4.64034,7.87978
2,left,6.975,4.77668,8.12014
2,left,7.0,4.67295,7.91841
2,left,7.025,4.73674,7.83607
2,left,7.05,4.49952,7.92218
2,left,7.075,4.68839,7.94564
2,left,7.1,4.54693,7.77343
2,left,7.125,4.53132,7.81183
2,left,7.15,4.65917,7.65607
2,left,7.175,5.25343,7.756
2,left,7.2,5.77998,7.61207
2,left,7.225,5.43472,7.46879
2,left,7.25,5.84653,7.34841
2,left,7.275,5.98854,7.22568
2,left,7.3,5.68318,7.22971
2,left,7.325,5.37125,7.18084
2,left,7.35,5.28067,7.14513
2,left,7.375,4.82231,7.32932
2,left,7.4,4.84301,7.09961
2,left,7.425,4.8428,7.31047
2,left,7.45,4.68756,7.34937
2,left,7.475,4.80469,7.32092
2,left,7.5,4.74884,7.39338
2,left,7.525,4.58233,7.27197
2,left,7.55,4.56868,7.64682
2,left,7.575,4.83195,7.59907
2,left,7.6,4.73782,7.95008
2,left,7.625,4.25254,7.87397
2,left,7.65,4.42543,7.90042
2,left,7.675,4.35877,7.91286
2,left,7.7,4.41195,7.99965
2,left,7.725,4.35862,7.86532
2,left,7.75,4.08565,7.80667
2,left,7.775,4.5255,7.99828
2,left,7.8,4.61144,7.96838
2,left,7.825,4.60514,7.90764
2,left,7.85,4.76516,7.83539
2,left,7.875,4.90235,7.70161
2,left,7.9,5.53949,7.53418
2,left,7.925,6.10586,7.58709
2,left,7.95,5.49195,7.48978
2,left,7.975,5.60388,7.44904
2,left,8.0,5.6376,7.33451
2,left,8.025,5.64006,7.24466
2,left,8.05,5.36834,7.13954
2,left,8.075,5.19094,6.94668
2,left,8.1,5.02911,7.21427
2,left,8.125,4.90025,7.29319
2,left,8.15,5.11609,7.31499
2,left,8.175,4.70187,7.31877
2,left,8.2,4.48069,7.57192
2,left,8.225,5.17054,7.39515
2,left,8.25,4.8926,7.52274
2,left,8.275,4.60167,7.48884
2,left,8.3,4.94118,7.77655
2,left,8.325,4.78689,7.83722
2,left,8.35,4.56212,8.01304
2,left,8.375,4.79227,8.06049
2,left,8.4,4.73877,7.91234
2,left,8.425,4.6899,7.94141
2,left,8.45,4.5975,8.0657
2,left,8.475,4.47423,7.76734
2,left,8.5,4.48736,7.94819
2,left,8.525,4.27274,8.04507
2,left,8.55,4.76543,7.72698
2,left,8.575,4.79007,7.73995
2,left,8.6,5.1376,7.58543
2,left,8.625,5.05054,7.55739
2,left,8.65,5.89819,7.39022
2,left,8.675,6.36167,7.44991
2,left,8.7,5.87881,7.22431
2,left,8.725,5.22334,7.22238
2,left,8.75,5.26248,7.10376
2,left,8.775,4.99262,7.22154
2,left,8.8,4.92352,7.21149
2,left,8.825,5.07031,7.3808
2,left,8.85,5.2209,7.21897
2,left,8.875,4.70815,7.21585
2,left,8.9,4.82014,7.45913
2,left,8.925,4.84513,7.62756
2,left,8.95,4.89089,7.59768
2,left,8.975,4.51563,7.54745
2,left,9.0,4.78208,7.74174
2,left,9.025,4.83995,7.70132
2,left,9.05,4.54375,7.7635
2,left,9.075,4.31754,7.95743
2,left,9.1,4.68205,7.88706
2,left,9.125,4.81438,8.22939
2,left,9.15,4.525,8.02907
2,left,9.175,4.71416,7.88281
2,left,9.2,4.64579,7.88991
2,left,9.225,4.94957,7.97403
2,left,9.25,4.64507,7.94819
2,left,9.275,5.03077,7.63425
2,left,9.3,5.40295,7.5893
2,left,9.325,5.84925,7.51818
2,left,9.35,6.00565,7.54987
2,left,9.375,5.75152,7.34602
2,left,9.4,6.29484,7.29396
2,left,9.425,5.40955,7.10852
2,left,9.45,5.47896,7.27995
2,left,9.475,5.00307,7.1386
2,left,9.5,5.12709,7.15816
2,left,9.525,4.84624,7.28594
2,left,9.55,4.96964,7.26015
2,left,9.575,5.26314,7.43618
2,left,9.6,4.7544,7.43059
2,left,9.625,4.94051,7.44338
2,left,9.65,4.6471,7.58092
2,left,9.675,4.43507,7.48544
2,left,9.7,4.71152,7.86124
2,left,9.725,4.77572,7.88498
2,left,9.75,4.75839,7.64654
2,left,9.775,4.52851,7.99249
2,left,9.8,4.65641,7.89694
2,left,9.825,4.52644,7.91444
2,left,9.85,4.46979,8.07717
2,left,9.875,4.62348,7.77966
2,left,9.9,4.53044,7.82741
2,left,9.925,4.42759,7.83724
2,left,9.95,5.02135,7.76285
2,left,9.975,4.9004,7.84468
2,left,10.0,5.35159,7.67881
2,left,10.025,5.59467,7.54378
2,left,10.05,5.69146,7.43116
2,left,10.075,5.73259,7.32327
2,left,10.1,5.72612,7.33319
2,left,10.125,5.52041,7.22078
2,left,10.15,5.36267,7.20402
2,left,10.175,5.47121,7.28775
2,left,10.2,5.23153,7.2944
2,left,10.225,5.42829,7.24226
2,left,10.25,5.37376,7.19123
2,left,10.275,4.74637,7.18325
2,left,10.3,4.8132,7.29838
2,left,10.325,4.91982,7.61886
2,left,10.35,4.83182,7.56643
2,left,10.375,4.37497,7.56981
2,left,10.4,4.67654,7.77084
2,left,10.425,4.8915,7.71965
2,left,10.45,4.53343,7.80612
2,left,10.475,4.3995,7.67741
2,left,10.5,4.78785,8.05291
2,left,10.525,4.67454,7.94787
2,left,10.55,4.85276,8.07509
2,left,10.575,4.64852,7.84529
2,left,10.6,4.95278,7.80061
2,left,10.625,4.73997,7.77096
2,left,10.65,5.29076,7.93355
2,left,10.675,5.28968,7.77777
2,left,10.7,5.68569,7.5298
2,left,10.725,5.79639,7.54515
2,left,10.75,5.68723,7.37311
2,left,10.775,6.05058,7.28306
2,left,10.8,5.90107,7.42576
2,left,10.825,5.40385,7.37514
2,left,10.85,5.69461,7.12232
2,left,10.875,5.4723,7.18503
2,left,10.9,5.46719,7.25361
2,left,10.925,5.27767,7.26365
2,left,10.95,4.93363,7.29291
2,left,10.975,5.32004,7.42019
2,left,11.0,4.86862,7.26631
2,left,11.025,4.93337,7.40269
2,left,11.05,4.65848,7.50774
2,left,11.075,5.02583,7.6219
2,left,11.1,4.53874,7.68782
2,left,11.125,4.87205,7.83883
2,left,11.15,4.71865,7.72762
2,left,11.175,5.12316,7.83949
2,left,11.2,4.84021,7.98327
2,left,11.225,4.56679,8.0482
2,left,11.25,4.55794,8.15549
2,left,11.275,4.62772,7.87862
2,left,11.3,4.84614,8.08967
2,left,11.325,4.68231,7.86204
2,left,11.35,4.73904,7.75913
2,left,11.375,5.23018,7.59059
2,left,11.4,5.36201,7.53004
2,left,11.425,6.0413,7.53699
2,left,11.45,5.71503,7.53164
2,left,11.475,6.3261,7.37244
2,left,11.5,6.23239,7.45389
2,left,11.525,6.524,7.44403
2,left,11.55,5.50791,7.3429
2,left,11.575,5.62687,7.111
2,left,11.6,5.0648,7.07044
2,left,11.625,5.45014,7.43041
2,left,11.65,5.18744,7.05241
2,left,11.675,5.01826,7.18305
2,left,11.7,5.09489,7.43228
2,left,11.725,5.35141,7.36221
2,left,11.75,5.08699,7.48698
2,left,11.775,4.84544,7.51445
2,left,11.8,4.70814,7.80904
2,left,11.825,5.18581,7.67405
2,left,11.85,4.62996,7.73952
2,left,11.875,4.70735,7.87206
2,left,11.9,4.66518,8.06926
2,left,11.925,4.76953,8.0546
2,left,11.95,5.08646,7.95545
2,left,11.975,4.68378,7.96324
2,left,12.0,4.93113,7.99942
2,left,12.025,4.59483,7.95954
2,left,12.05,5.10776,8.04281
2,left,12.075,4.98246,7.77006
2,left,12.1,5.3047,7.77383
2,left,12.125,5.52231,7.62967
2,left,12.15,5.80172,7.47931
2,left,12.175,5.67947,7.25662
2,left,12.2,5.79887,7.43894
2,left,12.225,5.93175,7.21444
2,left,12.25,5.64042,7.13141
2,left,12.275,4.9675,7.20488
2,left,12.3,5.48565,7.14264
2,left,12.325,5.66296,7.24907
2,left,12.35,5.59917,7.18161
2,left,12.375,5.35781,7.26824
2,left,12.4,5.00211,7.2368
2,left,12.425,4.94695,7.4539
2,left,12.45,5.1391,7.49367
2,left,12.475,4.61945,7.61349
2,left,12.5,4.64137,7.82999
2,left,12.525,5.02175,7.74807
2,left,12.55,5.01686,7.88782
2,left,12.575,4.9209,8.10837
2,left,12.6,4.87481,7.92458
2,left,12.625,4.35674,8.08766
2,left,12.65,4.41364,7.93638
2,left,12.675,4.97823,7.97924
2,left,12.7,4.6778,8.12306
2,left,12.725,4.7708,7.76083
2,left,12.75,4.77495,7.80708
2,left,12.775,4.85754,7.83877
2,left,12.8,5.31788,7.71048
2,left,12.825,5.47197,7.56739
2,left,12.85,6.05484,7.45665
2,left,12.875,6.20425,7.49296
2,left,12.9,6.00641,7.43536
2,left,12.925,6.12698,7.43698
2,left,12.95,5.70152,7.2045
2,left,12.975,5.50398,7.17961
2,left,13.0,5.07334,7.13646
2,left,13.025,5.26102,7.37236
2,left,13.05,5.28894,7.09898
2,left,13.075,5.40994,7.1499
2,left,13.1,4.85539,7.41886
2,left,13.125,4.84154,7.35788
2,left,13.15,5.12956,7.44085
2,left,13.175,4.85459,7.58572
2,left,13.2,4.85862,7.63041
2,left,13.225,4.7086,7.78891
2,left,13.25,4.57517,7.70901
2,left,13.275,4.73381,7.77349
2,left,13.3,4.91231,7.97065
2,left,13.325,4.72874,7.93676
2,left,13.35,4.73522,8.08772
2,left,13.375,4.73221,7.98347
2,left,13.4,4.84179,8.06232
2,left,13.425,4.59699,7.97944
2,left,13.45,4.95364,8.06246
2,left,13.475,5.2281,7.67455
2,left,13.5,5.77409,7.7467
2,left,13.525,5.69987,7.59437
2,left,13.55,6.11171,7.57167
2,left,13.575,5.98444,7.31495
2,left,13.6,6.0315,7.28353
2,left,13.625,5.82429,7.32896
2,left,13.65,5.34182,7.19861
2,left,13.675,5.37821,7.2202
2,left,13.7,5.52277,7.23412
2,left,13.725,5.00943,7.1563
2,left,13.75,5.14372,7.21147
2,left,13.775,5.08807,7.26305
2,left,13.8,5.02513,7.32213
2,left,13.825,4.77555,7.36944
2,left,13.85,4.78036,7.41339
2,left,13.875,4.92403,7.41704
2,left,13.9,4.60253,7.56898
2,left,13.925,5.04254,7.86593
2,left,13.95,4.96392,7.92341
2,left,13.975,4.92926,7.81911
2,left,14.0,4.6651,7.81284
2,left,14.025,4.8334,7.92788
2,left,14.05,5.14089,8.01766
2,left,14.075,5.02327,8.0841
2,left,14.1,4.40422,8.11786
2,left,14.125,4.7734,7.90521
2,left,14.15,4.97351,7.9586
2,left,14.175,4.92245,7.83794
2,left,14.2,5.3784,7.58929
2,left,14.225,5.55792,7.67698
2,left,14.25,5.78547,7.53436
2,left,14.275,5.88784,7.47441
2,left,14.3,5.89036,7.48875
2,left,14.325,5.71581,7.45661
2,left,14.35,5.67973,7.28391
2,left,14.375,5.17399,7.12389
2,left,14.4,5.09572,7.08642
2,left,14.425,5.15763,7.15217
2,left,14.45,5.02824,7.26847
2,left,14.475,5.18137,7.24067
2,left,14.5,5.12964,7.21428
2,left,14.525,4.82605,7.40079
2,left,14.55,4.92471,7.2521
2,left,14.575,5.05234,7.4716
2,left,14.6,4.70788,7.49577
2,left,14.625,4.55872,7.67162
2,left,14.65,4.34403,7.64821
2,left,14.675,4.91442,8.02826
2,left,14.7,4.54119,7.85968
2,left,14.725,4.86002,8.0164
2,left,14.75,4.47543,8.08956
2,left,14.775,4.35759,8.07166
2,left,14.8,4.68962,8.1184
2,left,14.825,4.36771,7.94227
2,left,14.85,4.92973,7.94483
2,left,14.875,5.42946,7.90488
2,left,14.9,5.58045,7.77123
2,left,14.925,5.64445,7.63028
2,left,14.95,6.17117,7.70962
2,left,14.975,6.19995,7.64881
2,right,0.0,4.83837,7.86452
2,right,0.025,5.06479,7.85626
2,right,0.05,5.22089,7.9436
2,right,0.075,5.62534,7.80147
2,right,0.1,5.79444,7.79226
2,right,0.125,5.9601,7.60849
2,right,0.15,6.06715,7.47086
2,right,0.175,5.77311,7.50318
2,right,0.2,5.4278,7.23727
2,right,0.225,5.43461,7.3407
2,right,0.25,5.2527,7.17109
2,right,0.275,5.02353,7.11848
2,right,0.3,5.20207,7.06455
2,right,0.325,5.03468,7.29294
2,right,0.35,5.11151,7.27714
2,right,0.375,4.99024,7.33046
2,right,0.4,4.83936,7.51416
2,right,0.425,4.81621,7.53941
2,right,0.45,4.68928,7.36825
2,right,0.475,4.67642,7.71053
2,right,0.5,4.75876,7.70749
2,right,0.525,4.64869,7.74333
2,right,0.55,4.65017,8.07056
2,right,0.575,4.73193,7.85179
2,right,0.6,4.65862,8.0424
2,right,0.625,4.76759,7.95397
2,right,0.65,4.77412,8.03263
2,right,0.675,4.66145,7.86691
2,right,0.7,4.67907,7.94196
2,right,0.725,4.95525,7.92236
2,right,0.75,5.40606,7.75806
2,right,0.775,5.56301,7.93145
2,right,0.8,5.91505,7.77351
2,right,0.825,6.23146,7.72798
2,right,0.85,6.0318,7.70901
2,right,0.875,5.94975,7.40527
2,right,0.9,5.53003,7.34691
2,right,0.925,5.40748,7.34452
2,right,0.95,5.15033,7.24584
2,right,0.975,5.10454,7.13608
2,right,1.0,5.09188,7.2692
2,right,1.025,5.25731,7.16595
2,right,1.05,5.19333,7.11282
2,right,1.075,5.0032,7.17663
2,right,1.1,4.85118,7.11718
2,right,1.125,4.82537,7.34028
2,right,1.15,4.83212,7.56773
2,right,1.175,4.76016,7.60671
2,right,1.2,4.66115,7.70162
2,right,1.225,4.83119,7.71762
2,right,1.25,4.81346,7.77049
2,right,1.275,4.6831,7.93949
2,right,1.3,4.56672,8.01134
2,right,1.325,4.72551,7.87774
2,right,1.35,4.71494,8.08116
2,right,1.375,4.8224,7.95423
2,right,1.4,4.65586,7.97366
2,right,1.425,5.19442,8.05664
2,right,1.45,5.41695,7.74742
2,right,1.475,5.83302,7.88847
2,right,1.5,6.2055,7.63085
2,right,1.525,6.05739,7.78441
2,right,1.55,6.05306,7.52515
2,right,1.575,5.90991,7.45631
2,right,1.6,5.57639,7.48348
2,right,1.625,5.4782,7.46253
2,right,1.65,5.15561,7.21702
2,right,1.675,5.43306,7.21436
2,right,1.7,5.09781,7.23434
2,right,1.725,5.28662,7.2007
2,right,1.75,5.26694,7.32097
2,right,1.775,5.18674,7.25692
2,right,1.8,4.77319,7.28381
2,right,1.825,5.19636,7.37823
2,right,1.85,4.87396,7.44877
2,right,1.875,4.86912,7.36127
2,right,1.9,4.87685,7.74534
2,right,1.925,4.71183,7.82496
2,right,1.95,4.57635,7.79617
2,right,1.975,4.83213,7.98947
2,right,2.0,4.90413,7.80013
2,right,2.025,4.78731,8.03219
2,right,2.05,4.98061,8.1312
2,right,2.075,4.74372,7.93027
2,right,2.1,4.94319,7.85447
2,right,2.125,5.2943,7.95634
2,right,2.15,5.45505,7.87314
2,right,2.175,6.12606,7.73199
2,right,2.2,6.07712,7.7246
2,right,2.225,6.11683,7.68291
2,right,2.25,5.80114,7.57044
2,right,2.275,5.78084,7.48685
2,right,2.3,5.61901,7.37809
2,right,2.325,5.32251,7.25058
2,right,2.35,5.48464,7.34308
2,right,2.375,5.21283,7.24928
2,right,2.4,5.2368,7.09333
2,right,2.425,5.1558,7.04246
2,right,2.45,5.02074,7.22033
2,right,2.475,5.02381,7.4162
2,right,2.5,4.78703,7.46744
2,right,2.525,4.86912,7.12103
2,right,2.55,4.67928,7.30645
2,right,2.575,4.80024,7.51582
2,right,2.6,4.75376,7.65743
2,right,2.625,4.53222,7.7098
2,right,2.65,4.77131,7.70489
2,right,2.675,4.95183,7.81496
2,right,2.7,4.85312,8.01773
2,right,2.725,4.73542,7.81772
2,right,2.75,5.11784,7.95165
2,right,2.775,5.22483,8.00775
2,right,2.8,5.60913,7.97662
2,right,2.825,5.94221,7.82051
2,right,2.85,6.05684,7.98386
2,right,2.875,6.18445,7.78947
2,right,2.9,6.10265,7.78721
2,right,2.925,5.65966,7.59903
2,right,2.95,5.81661,7.67643
2,right,2.975,5.53262,7.4786
2,right,3.0,5.39183,7.55918
2,right,3.025,5.13089,7.45424
2,right,3.05,5.18143,7.34859
2,right,3.075,5.24476,7.27502
2,right,3.1,5.24953,7.2677
2,right,3.125,5.18213,7.27443
2,right,3.15,4.94594,7.02398
2,right,3.175,4.74498,7.11747
2,right,3.2,4.91814,7.15052
2,right,3.225,4.75404,7.24578
2,right,3.25,4.82566,7.60663
2,right,3.275,4.7764,7.55494
2,right,3.3,4.67587,7.62165
2,right,3.325,4.81229,7.73207
2,right,3.35,4.74043,7.59134
2,right,3.375,4.72037,7.77949
2,right,3.4,4.74036,7.93501
2,right,3.425,4.71387,8.05438
2,right,3.45,4.56483,7.89042
2,right,3.475,4.65156,7.80285
2,right,3.5,4.91588,7.96005
2,right,3.525,5.11893,7.95229
2,right,3.55,5.57843,7.97716
2,right,3.575,5.83041,7.95022
2,right,3.6,6.12219,7.67864
2,right,3.625,6.27211,7.64788
2,right,3.65,6.10251,7.82476
2,right,3.675,6.01639,7.64153
2,right,3.7,5.79749,7.49741
2,right,3.725,5.43775,7.47928
2,right,3.75,5.23147,7.45965
2,right,3.775,5.43478,7.24742
2,right,3.8,5.37967,7.1926
2,right,3.825,5.1305,6.98325
2,right,3.85,5.13246,7.19604
2,right,3.875,4.88131,7.07711
2,right,3.9,5.14104,7.20261
2,right,3.925,4.95504,7.30646
2,right,3.95,4.82767,7.38085
2,right,3.975,4.73183,7.65942
2,right,4.0,4.69767,7.538
2,right,4.025,4.72518,7.76672
2,right,4.05,4.82297,7.61875
2,right,4.075,4.66809,7.89907
2,right,4.1,4.68897,7.89978
2,right,4.125,4.6812,7.85169
2,right,4.15,4.43892,7.96164
2,right,4.175,4.59241,7.92601
2,right,4.2,4.70199,7.95295
2,right,4.225,4.61315,7.92742
2,right,4.25,5.19444,7.83753
2,right,4.275,5.204,8.05477
2,right,4.3,5.87727,7.96828
2,right,4.325,5.88165,7.52485
2,right,4.35,6.04068,7.67214
2,right,4.375,6.33308,7.78788
2,right,4.4,5.69305,7.55895
2,right,4.425,5.61665,7.38568
2,right,4.45,5.36252,7.36053
2,right,4.475,5.24467,7.09841
2,right,4.5,5.14661,7.30167
2,right,4.525,5.3164,7.2278
2,right,4.55,4.82773,7.18249
2,right,4.575,5.02077,7.08159
2,right,4.6,4.9263,7.32777
2,right,4.625,4.99371,7.32255
2,right,4.65,4.95304,7.30961
2,right,4.675,4.71878,7.45206
2,right,4.7,4.57342,7.55594
2,right,4.725,4.60479,7.83883
2,right,4.75,4.7207,7.66387
2,right,4.775,4.56771,7.85216
2,right,4.8,4.72098,7.78209
2,right,4.825,4.52094,8.04025
2,right,4.85,4.38614,8.13514
2,right,4.875,4.68963,7.96452
2,right,4.9,4.42951,7.84788
2,right,4.925,4.68482,7.89205
2,right,4.95,5.13613,8.03971
2,right,4.975,5.12304,7.98361
2,right,5.0,5.34625,7.61419
2,right,5.025,5.64134,7.78241
2,right,5.05,6.00909,7.6695
2,right,5.075,5.97362,7.47993
2,right,5.1,5.78982,7.51224
2,right,5.125,5.803,7.32875
2,right,5.15,5.39312,7.41621
2,right,5.175,5.18268,7.24029
2,right,5.2,5.07798,7.20443
2,right,5.225,4.93938,7.17077
2,right,5.25,5.08139,7.08587
2,right,5.275,4.99993,7.14383
2,right,5.3,5.11687,7.0998
2,right,5.325,4.65791,7.04963
2,right,5.35,4.64532,7.51866
2,right,5.375,4.7153,7.55611
2,right,5.4,4.48824,7.68329
2,right,5.425,4.49932,7.59884
2,right,5.45,4.5575,7.81044
2,right,5.475,4.66465,7.94271
2,right,5.5,4.72724,7.85691
2,right,5.525,4.5963,8.03525
2,right,5.55,4.77122,7.9248
2,right,5.575,4.48789,7.99374
2,right,5.6,4.62968,8.07156
2,right,5.625,4.70361,8.08264
2,right,5.65,4.50838,7.93156
2,right,5.675,4.8027,7.79209
2,right,5.7,5.13623,7.89664
2,right,5.725,5.36867,7.88472
2,right,5.75,5.90477,7.71005
2,right,5.775,5.81037,7.37173
2,right,5.8,5.86583,7.50535
2,right,5.825,5.81004,7.44542
2,right,5.85,5.51798,7.24461
2,right,5.875,5.18811,7.15843
2,right,5.9,5.1352,7.29507
2,right,5.925,5.08137,7.18643
2,right,5.95,5.05509,7.21552
2,right,5.975,5.05076,7.2014
2,right,6.0,4.76561,7.3668
2,right,6.025,4.89368,7.19615
2,right,6.05,4.83449,7.27213
2,right,6.075,4.78739,7.27823
2,right,6.1,4.63539,7.41496
2,right,6.125,4.48926,7.60733
2,right,6.15,4.53506,7.59687
2,right,6.175,4.39443,7.70345
2,right,6.2,4.45799,7.81236
2,right,6.225,4.56497,7.91039
2,right,6.25,4.51604,7.98247
2,right,6.275,4.55016,7.86761
2,right,6.3,4.54391,8.04314
2,right,6.325,4.50428,8.12256
2,right,6.35,4.44475,7.97985
2,right,6.375,4.97174,8.02221
2,right,6.4,5.18023,7.76465
2,right,6.425,5.20957,7.78876
2,right,6.45,5.6924,7.68602
2,right,6.475,5.97103,7.53711
2,right,6.5,5.64478,7.64041
2,right,6.525,5.84853,7.36983
2,right,6.55,5.71934,7.33859
2,right,6.575,5.18829,7.25392
2,right,6.6,4.84421,7.07761
2,right,6.625,4.84302,7.25891
2,right,6.65,4.95169,7.44881
2,right,6.675,4.93492,7.18533
2,right,6.7,4.94646,7.17222
2,right,6.725,4.88521,7.32127
2,right,6.75,4.90275,7.37071
2,right,6.775,4.80107,7.45444
2,right,6.8,4.65035,7.56596
2,right,6.825,4.51545,7.60296
2,right,6.85,4.53956,7.83889
2,right,6.875,4.42209,7.6854
2,right,6.9,4.39907,7.6399
2,right,6.925,4.57405,7.88042
2,right,6.95,4.49537,8.04658
2,right,6.975,4.54298,8.01843
2,right,7.0,4.4501,7.91209
2,right,7.025,4.51561,8.09894
2,right,7.05,4.48401,8.00548
2,right,7.075,4.78544,7.92471
2,right,7.1,5.03594,7.86701
2,right,7.125,5.21881,7.77143
2,right,7.15,5.77807,7.80227
2,right,7.175,6.00551,7.70954
2,right,7.2,5.8052,7.53917
2,right,7.225,5.92643,7.6274
2,right,7.25,5.63809,7.22408
2,right,7.275,5.23822,7.34575
2,right,7.3,5.06156,7.35819
2,right,7.325,4.93157,7.46172
